url,ipv4
appomattoxva-gov.mail.protection.outlook.com.,52.101.40.0
appomattoxva-gov.mail.protection.outlook.com.,52.101.42.9
aspmx.l.google.com.,142.251.177.26
alt1.aspmx.l.google.com.,108.177.12.27
alt2.aspmx.l.google.com.,172.253.62.27
aspmx2.googlemail.com.,108.177.12.26
aspmx3.googlemail.com.,172.253.62.27
aspmx4.googlemail.com.,64.233.186.27
aspmx5.googlemail.com.,209.85.202.26
fallbackmx.spamexperts.eu.,38.89.254.156
fallbackmx.spamexperts.eu.,38.109.53.20
fallbackmx.spamexperts.eu.,38.111.198.185
lastmx.spamexperts.net.,38.89.254.156
lastmx.spamexperts.net.,38.111.198.185
lastmx.spamexperts.net.,154.59.104.23
lastmx.spamexperts.net.,149.13.75.27
mx.spamexperts.com.,38.89.254.156
aspmx2.googlemail.com.,108.177.12.26
