url,exchange,preference,class,type
countyofbarton.gov,,,,
countyofcolusaca.gov,,,,
countyofkingsca.gov,us-smtp-inbound-1.mimecast.com.,10.0,IN,MX
countyofmonterey.gov,,,,
court23taylormi.gov,,,,
courtlandtwpmi.gov,,,,
courtswv.gov,,,,
coventry-ct.gov,,,,
coventryfdri.gov,,,,
coventryri.gov,d305242b.ess.barracudanetworks.com.,99.0,IN,MX
covinaca.gov,d268444b.ess.barracudanetworks.com.,20.0,IN,MX
covington-oh.gov,,,,
covingtoncountyms.gov,,,,
covingtonky.gov,d294540b.ess.barracudanetworks.com.,20.0,IN,MX
covingtonwa.gov,mx2-us1.ppe-hosted.com.,20.0,IN,MX
cowcreek-nsn.gov,,,,
cowleycountyks.gov,,,,
cowlitzwa.gov,d277836b.ess.barracudanetworks.com.,10.0,IN,MX
coworkforce.gov,,,,
coyotevalley-nsn.gov,,,,
cpnireporting.gov,,,,
cpsc.gov,mxa-00417501.gslb.gpphosted.com.,0.0,IN,MX
craigcountyva.gov,,,,
cranberryisles-me.gov,,,,
cranstonfireri.gov,,,,
cranstonri.gov,us-smtp-inbound-1.mimecast.com.,10.0,IN,MX
cravencountync.gov,,,,
crawfordcountyin.gov,,,,
crawfordcountykansas.gov,ns1.tinydns.com.,100.0,IN,MX
crawfordsville-in.gov,d270259b.ess.barracudanetworks.com.,5.0,IN,MX
crawfordtx.gov,,,,
crb.gov,mx41.loc.gov.,5.0,IN,MX
creditriver-mn.gov,,,,
crestedbutte-co.gov,,,,
crestoniowa.gov,,,,
crestviewky.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
crestwoodky.gov,,,,
crevecoeurmo.gov,alt1.aspmx.l.google.com.,20.0,IN,MX
crhc-nsn.gov,mx-02-us-west-2.prod.hydra.sophos.com.,10.0,IN,MX
crimesolutions.gov,,,,
crit-nsn.gov,,,,
critfc-nsn.gov,,,,
crivitz.gov,,,,
crookcountyor.gov,mx2-us1.ppe-hosted.com.,40.0,IN,MX
crooklibraryor.gov,mx2-us1.ppe-hosted.com.,40.0,IN,MX
crookpublichealthor.gov,mx2-us1.ppe-hosted.com.,40.0,IN,MX
crossplainstn.gov,mx20.antispam.mailspamprotection.com.,20.0,IN,MX
crossroadstx.gov,crossroadstx-gov.inbound.emailservice.cc.,20.0,IN,MX
crossvilletn.gov,mx2.emailsrvr.com.,20.0,IN,MX
crotononhudson-ny.gov,,,,
crow-nsn.gov,,,,
crowwing.gov,smtp1-mke.securence.com.,10.0,IN,MX
crystalmn.gov,mailf2.crystalmn.gov.,40.0,IN,MX
crystalspringsms.gov,ms64765388.msv1.invalid.,32767.0,IN,MX
csb.gov,,,,
csce.gov,serg-hub2-a.house.gov.,20.0,IN,MX
csimt.gov,,,,
cskt.gov,,,,
csosa.gov,,,,
cstx.gov,d128002b.ess.barracudanetworks.com.,15.0,IN,MX
csusop.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
ct.gov,,,,
ctauditors.gov,,,,
ctprobate.gov,,,,
cttso.gov,ironport.tswg.gov.,20.0,IN,MX
cua911.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
cubaassessoril.gov,,,,
cubatwpil.gov,,,,
cudahy-wi.gov,,,,
cullmanal.gov,,,,
culpepercounty.gov,,,,
culpeperva.gov,mail2.culpeperva.gov.,10.0,IN,MX
cumberlandcoil.gov,mail.cumberlandcoil.gov.,10.0,IN,MX
cumberlandcountync.gov,,,,
cumberlandcountynj.gov,d273717b.ess.barracudanetworks.com.,30.0,IN,MX
cumberlandcountypa.gov,,,,
cumberlandcountytn.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
cumberlandmd.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
cumberlandtwppa.gov,,,,
cummington-ma.gov,,,,
cupertino.gov,,,,
currituckcountync.gov,d59105b.ess.barracudanetworks.com.,20.0,IN,MX
currycountynm.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
curtis-ne.gov,,,,
custercounty-co.gov,alt1.aspmx.l.google.com.,20.0,IN,MX
custercountymt.gov,,,,
custercountymttransit.gov,,,,
custercountyne.gov,,,,
cutlerbay-fl.gov,,,,
cuwcd.gov,mx2.hc5155-97.iphmx.com.,15.0,IN,MX
cuyahogacounty.gov,d225379b.ess.barracudanetworks.com.,20.0,IN,MX
cvwrfut.gov,,,,
cwc.gov,mxa-0000c001.gslb.pphosted.com.,10.0,IN,MX
cyber.gov,mxa-00376703.gslb.gpphosted.com.,10.0,IN,MX
cynthianaky.gov,,,,
da16co.gov,,,,
da4colorado.gov,,,,
daculaga.gov,daculaga-gov.mail.protection.outlook.com.,20.0,IN,MX
dadecityfl.gov,,,,
dadecounty-ga.gov,dadecounty-ga.gov.mx2.fusemail.net.,20.0,IN,MX
dadecountymo.gov,,,,
dadecountymo911.gov,dadecountymo911-gov.mx2.arsmtp.com.,20.0,IN,MX
dahlonega.gov,,,,
dakota911mn.gov,mailf2.dakota911mn.gov.,40.0,IN,MX
dakotavalleyrecyclingmn.gov,mx20.antispam.mailspamprotection.com.,20.0,IN,MX
dalecountyal.gov,,,,
dalharttx.gov,d166299b.ess.barracudanetworks.com.,20.0,IN,MX
dallas-ga.gov,,,,
dallas.gov,mx2.hc3748-3.iphmx.com.,0.0,IN,MX
dallascityhall-tx.gov,,,,
dallascountyiowa.gov,,,,
dallasfire.gov,mx2.hc3748-3.iphmx.com.,0.0,IN,MX
dallasga.gov,,,,
dallasor.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
dallasoregon.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
dallaspolice.gov,mx2.hc3748-3.iphmx.com.,0.0,IN,MX
dalton-ma.gov,d224975b.ess.barracudanetworks.com.,20.0,IN,MX
daltonga.gov,d214607b.ess.barracudanetworks.com.,20.0,IN,MX
daltonohio.gov,daltonohio-gov.mx2.arsmtp.com.,20.0,IN,MX
danbury-ct.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
danburytx.gov,,,,
dandridgetn.gov,,,,
danecounty.gov,pptagent01.countyofdane.com.,10.0,IN,MX
daniabeachfl.gov,us-smtp-inbound-2.mimecast.com.,10.0,IN,MX
danversma.gov,danversma-gov-2.fortimailcloud.com.,20.0,IN,MX
danvillear.gov,,,,
danvillein.gov,mx2-us1.ppe-hosted.com.,10.0,IN,MX
danvilleky.gov,,,,
danvilleva.gov,,,,
danvillevt.gov,,,,
darecountync.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
darenc.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
darienct.gov,d215681b.ess.barracudanetworks.com.,15.0,IN,MX
darienil.gov,smail.atacore.com.,10.0,IN,MX
darientownwi.gov,,,,
darienvillagewi.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
darlingtonwi.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
daughertytownship-pa.gov,mx20.antispam.mailspamprotection.com.,20.0,IN,MX
dauphincounty.gov,mx1.us.mailhop.us.,20.0,IN,MX
davenportok.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
davidcityne.gov,,,,
davidsoncountync.gov,d136775b.ess.barracudanetworks.com.,50.0,IN,MX
davie-fl.gov,d142821b.ess.barracudanetworks.com.,10.0,IN,MX
daviecountync.gov,d129353a.ess.barracudanetworks.com.,10.0,IN,MX
daviesscountymo.gov,,,,
davisboroga.gov,mx2-us1.ppe-hosted.com.,20.0,IN,MX
daviscountyutah.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
davisontwp-mi.gov,,,,
dawsoncountyga.gov,,,,
dawsoncountyne.gov,,,,
dawsonmt.gov,,,,
dawsonville-ga.gov,us-smtp-inbound-1.mimecast.com.,0.0,IN,MX
dayton-me.gov,,,,
daytonabeach.gov,,,,
daytonohio.gov,,,,
daytonoregon.gov,,,,
dayvillefire.gov,aspmx2.migadu.com.,20.0,IN,MX
dc.gov,,,,
dc3on.gov,,,,
dcappeals.gov,,,,
dccode.gov,30463539.in2.mandrillapp.com.,20.0,IN,MX
dccouncil.gov,,,,
dccrts.gov,,,,
dccsystem.gov,,,,
dconc.gov,,,,
dcsc.gov,,,,
dcsoky.gov,,,,
de.gov,,,,
dea.gov,mx-da6.usdoj.gov.,10.0,IN,MX
deaecom.gov,,,,
dearborn.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
dearbornheightsmi.gov,,,,
decatur-al.gov,mxa-00585b02.gslb.pphosted.com.,10.0,IN,MX
decaturcountyga.gov,,,,
decaturcountytn.gov,,,,
decaturil.gov,,,,
decaturillinois.gov,,,,
decaturtx.gov,,,,
decherdtn.gov,,,,
deckerville-mi.gov,,,,
decorahia.gov,,,,
dedham-ma.gov,d76364a.ess.barracudanetworks.com.,2.0,IN,MX
deerfieldbeachfl.gov,,,,
deerfieldmichigan.gov,,,,
deeringnh.gov,,,,
deerpark-oh.gov,smtp1-mke.securence.com.,20.0,IN,MX
dekalbcountyga.gov,,,,
dekalbcountymo.gov,,,,
dekorra-wi.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
del.gov,,,,
delanomn.gov,mailf2.delanomn.gov.,30.0,IN,MX
delaware.gov,,,,
delawarecountyohio.gov,d220695b.ess.barracudanetworks.com.,20.0,IN,MX
delawareinsurance.gov,,,,
delawarenation-nsn.gov,,,,
delawaretownshippa.gov,,,,
delawaretwpmi.gov,,,,
delcopalandbank.gov,d300116b.ess.barracudanetworks.com.,10.0,IN,MX
delhitownshipmi.gov,,,,
dellonawi.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
delraybeachfl.gov,,,,
deltacountyco.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
deltacountymi.gov,usa.mx2.mx25.net.,20.0,IN,MX
deltami.gov,,,,
deltamvcd.gov,,,,
deltonafl.gov,mxa-0089e401.gslb.pphosted.com.,10.0,IN,MX
demarestnj.gov,,,,
democraticwhip.gov,serg-hub2-h.house.gov.,20.0,IN,MX
demopolisal.gov,mx2c45.carrierzone.com.,100.0,IN,MX
denali.gov,,,,
denisontx.gov,,,,
denningny.gov,,,,
dentcountyhealth.gov,,,,
dentoncounty.gov,us-smtp-inbound-2.mimecast.com.,10.0,IN,MX
dentoncountyesd1.gov,,,,
dentontx.gov,mxa-0030f901.gslb.pphosted.com.,0.0,IN,MX
denvericmi.gov,,,,
denvillenj.gov,,,,
denvillepolice.gov,,,,
deperewi.gov,,,,
deporttexas.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
derbyct.gov,d281091b.ess.barracudanetworks.com.,10.0,IN,MX
deschutescounty.gov,,,,
desmoineswa.gov,d29244b.ess.barracudanetworks.com.,60.0,IN,MX
desotocountyms.gov,,,,
desototexas.gov,desototexas.gov.mx2.rcimx.com.,20.0,IN,MX
detcog.gov,aspmx.l.google.com.,10.0,IN,MX
detroitmi.gov,mxb-00129b03.gslb.pphosted.com.,1.0,IN,MX
deuelcountyne.gov,,,,
devtestfan1.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
dewittar.gov,,,,
dewittcountyil.gov,d277169b.ess.barracudanetworks.com.,20.0,IN,MX
dewittmi.gov,mx2.mtaroutes.com.,20.0,IN,MX
dextermi.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
dfc.gov,,,,
dfspdfl.gov,,,,
dhaz.gov,,,,
dhhs.gov,smtp.ees.hhs.gov.,20.0,IN,MX
dhs.gov,mxb-00376703.gslb.gpphosted.com.,10.0,IN,MX
diamondbarca.gov,d207631b.ess.barracudanetworks.com.,10.0,IN,MX
diamondbluffwi.gov,mx2.megamailservers.com.,100.0,IN,MX
dickinson-tx.gov,,,,
dickinsoncountyiowa.gov,,,,
dickinsoncountymi.gov,dickinsoncountymi-gov.mx2.arsmtp.com.,20.0,IN,MX
dickinsoncountysheriffmi.gov,dickinsoncountysheriffmi.gov.2.0001.arsmtp.com.,20.0,IN,MX
dickinsontexas.gov,,,,
dicksoncity-pa.gov,ALT1.ASPMX.L.GOOGLE.COM.,5.0,IN,MX
dicksoncosheriff.gov,,,,
dicksoncountytn.gov,mx2.email.srvr.com.,20.0,IN,MX
digginsmo.gov,,,,
dighton-ma.gov,,,,
digitaltowpathny.gov,mf1.digitaltowpath.org.,10.0,IN,MX
dixoncountyne.gov,,,,
dixonfireca.gov,,,,
dixonmo.gov,mail.dixonmo.gov.,0.0,IN,MX
dixonpoliceca.gov,,,,
dkcoks.gov,,,,
dnfsb.gov,,,,
dni.gov,mail2.cia.gov.,50.0,IN,MX
doc.gov,mxa-0000c001.gslb.pphosted.com.,10.0,IN,MX
docline.gov,nihcesxway5.hub.nih.gov.,10.0,IN,MX
doddridgecountywv.gov,mx2.emailsrvr.com.,20.0,IN,MX
dodgecountymn.gov,,,,
dodgecountyne.gov,,,,
dodgevillewi.gov,,,,
doe.gov,mxb-002bc302.gslb.gpphosted.com.,10.0,IN,MX
doi.gov,,,,
doioig.gov,,,,
doj.gov,mx-dc2.usdoj.gov.,10.0,IN,MX
dojmt.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
dol.gov,,,,
doleta.gov,sil-mta-dmz-01-pub.dol.gov.,50.0,IN,MX
donaciondeorganos.gov,smtp.ees.hhs.gov.,20.0,IN,MX
donaldoregon.gov,d280613b.ess.barracudanetworks.com.,60.0,IN,MX
donotcall.gov,,,,
doral-fl.gov,d85356b.ess.barracudanetworks.com.,50.0,IN,MX
dorchestercountysc.gov,,,,
dorrtownshipmi.gov,mx2.mtaroutes.com.,20.0,IN,MX
dot.gov,,,,
dotgov.gov,mxb-00376703.gslb.gpphosted.com.,10.0,IN,MX
dotlakevillagecouncil-nsn.gov,alt1.aspmx.l.google.com.,20.0,IN,MX
douglas-ma.gov,,,,
douglasaz.gov,mx-02-us-east-2.prod.hydra.sophos.com.,20.0,IN,MX
douglascounty-ne.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
douglascountyga.gov,,,,
douglascountyil.gov,,,,
douglascountymn.gov,,,,
douglascountynv.gov,,,,
douglascountyor.gov,,,,
douglascountywi.gov,mx1-us1.ppe-hosted.com.,10.0,IN,MX
douglasmi.gov,mx2.mtaroutes.com.,20.0,IN,MX
douglasvillega.gov,d110129b.ess.barracudanetworks.com.,10.0,IN,MX
doverma.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
downievillepudca.gov,in2-smtp.messagingengine.com.,20.0,IN,MX
dra.gov,,,,
dracutma.gov,mx1.us.mailhop.co.,5.0,IN,MX
draperutah.gov,draperutah.gov.1.0001.arsmtp.com.,10.0,IN,MX
drbc.gov,mxa-0000da01.gslb.pphosted.com.,10.0,IN,MX
drdca.gov,,,,
drugabuse.gov,nihcesxway3.hub.nih.gov.,10.0,IN,MX
dublin-ca.gov,mail2.dublin-ca.gov.,500.0,IN,MX
dublinca.gov,mail2.dublinca.gov.,500.0,IN,MX
dublinohiousa.gov,mx2.emailsrvr.com.,20.0,IN,MX
duboispa.gov,mx2-us1.ppe-hosted.com.,10.0,IN,MX
dubuquecountyiowa.gov,,,,
dudleyma.gov,d278811b.ess.barracudanetworks.com.,25.0,IN,MX
dudleypolicema.gov,mx.dudleypolicema.gov.,30.0,IN,MX
duewestsc.gov,,,,
duluthmn.gov,,,,
dumastx.gov,,,,
dumfriesva.gov,,,,
dumontnj.gov,,,,
dunbarboropa.gov,,,,
duncanok.gov,,,,
duncanvilletx.gov,,,,
dunellen-nj.gov,ALT1.ASPMX.L.GOOGLE.COM.,5.0,IN,MX
dunkirkin.gov,,,,
dunlaptn.gov,,,,
dunmorepa.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
dunncountywi.gov,,,,
dunstable-ma.gov,mx2-us1.ppe-hosted.com.,10.0,IN,MX
dunwoodyga.gov,d66981b.ess.barracudanetworks.com.,20.0,IN,MX
dupagecounty.gov,alt1.us.email.fireeyecloud.com.,10.0,IN,MX
dupontwa.gov,,,,
duquoinil.gov,mail2.mayernetworks.com.,20.0,IN,MX
durandwi.gov,alt1.aspmx.l.google.com.,20.0,IN,MX
durangoco.gov,,,,
durhammaine.gov,d243134b.ess.barracudanetworks.com.,20.0,IN,MX
durhamnc.gov,d184298b.ess.barracudanetworks.com.,5.0,IN,MX
durhamnh.gov,,,,
dushorepa.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
dutchessny.gov,,,,
duttonmt.gov,,,,
duvalelections.gov,,,,
duvallwa.gov,,,,
duxbury-ma.gov,us-smtp-inbound-2.mimecast.com.,2.0,IN,MX
dwgpa.gov,,,,
dyersburgtn.gov,,,,
eac.gov,,,,
eaganmn.gov,,,,
eagaraz.gov,,,,
eagle-wi.gov,,,,
eaglegrove.gov,,,,
eaglelakefl.gov,,,,
eaglene.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
eaglepasstx.gov,d302822b.ess.barracudanetworks.com.,20.0,IN,MX
eagleriverwi.gov,,,,
eaglevilletn.gov,,,,
eastborough-ks.gov,,,,
eastbridgewaterma.gov,d262692b.ess.barracudanetworks.com.,99.0,IN,MX
eastcoventry-pa.gov,eastcoventry-pa.gov.2.0001.arsmtp.com.,20.0,IN,MX
easternmontanafair.gov,mx2.emailsrvr.com.,20.0,IN,MX
eastfishkillny.gov,,,,
eastfordct.gov,mx2-us1.ppe-hosted.com.,10.0,IN,MX
eastgrmi.gov,,,,
easthaddamct.gov,,,,
eastham-ma.gov,,,,
easthamptonct.gov,,,,
easthamptonctha.gov,,,,
easthamptonma.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
easthamptonny.gov,mx2.emailsrvr.com.,20.0,IN,MX
easthamptonvillageny.gov,mx2-us1.ppe-hosted.com.,10.0,IN,MX
easthartfordct.gov,us-smtp-inbound-1.mimecast.com.,10.0,IN,MX
easthaven-ct.gov,,,,
eastkingstonnh.gov,,,,
eastlandcountytexas.gov,,,,
eastlandtexas.gov,,,,
eastlongmeadowma.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
eastmountaintx.gov,mx2.emailsrvr.com.,20.0,IN,MX
easton-pa.gov,us-smtp-inbound-1.mimecast.com.,10.0,IN,MX
eastonct.gov,,,,
eastonmd.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
eastorange-nj.gov,,,,
eastpalestine-oh.gov,,,,
eastpointemi.gov,,,,
eastport-me.gov,filter.aptiris.com.,10.0,IN,MX
eastprovidenceri.gov,,,,
eastridgetn.gov,usa.mx2.mx25.net.,20.0,IN,MX
eastspencer.gov,,,,
easttroywi.gov,easttroywi.gov.2.0001.arsmtp.com.,20.0,IN,MX
eastvaleca.gov,eastvaleca-gov.mail.eo.outlook.com.,20.0,IN,MX
eastwashingtonpa.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
eastwenatcheewa.gov,,,,
eastwindsor-ct.gov,,,,
eatonville-wa.gov,,,,
eauclairecounty.gov,mx1.us.mailhop.us.,20.0,IN,MX
eauclairewi.gov,cust14034-2.in.mailcontrol.com.,10.0,IN,MX
ebci-nsn.gov,d238527b.ess.barracudanetworks.com.,10.0,IN,MX
ebcired-nsn.gov,d238528b.ess.barracudanetworks.com.,10.0,IN,MX
ebki-nsn.gov,,,,
ecfc.gov,,,,
eckfordtownshipmi.gov,eckfordtownshipmi.gov.,10.0,IN,MX
eclectic-al.gov,mx2.zoho.com.,20.0,IN,MX
ecorsemi.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
ecr.gov,,,,
ecrums.gov,,,,
ectorcountytx.gov,,,,
ecvtd.gov,ciwp2oa6c6mht3z67e3t77opdommnj5mpeos4idpov3dzf55sspq.mx-verification.GOOGLE.COM.,15.0,IN,MX
ed.gov,,,,
eda.gov,mxb-0000c001.gslb.pphosted.com.,10.0,IN,MX
eddingtonmaine.gov,,,,
edenny.gov,ALT1.ASPMX.L.GOOGLE.COM.,5.0,IN,MX
edgarcountyillinois.gov,,,,
edgarwi.gov,,,,
edgewaterfl.gov,,,,
edgewood-fl.gov,,,,
edgewood-nm.gov,mx02.hornetsecurity.com.,20.0,IN,MX
edgewoodky.gov,nkol.net.mx2.fusemail.net.,20.0,IN,MX
edinamn.gov,mailf1.edinamn.gov.,30.0,IN,MX
edisonnj.gov,webmail.edisonnj.gov.,1.0,IN,MX
edmondok.gov,,,,
edmondswa.gov,,,,
edmonstonmd.gov,,,,
eeoc.gov,,,,
effinghamcountyil.gov,,,,
efiledcsuperiorcourt.gov,,,,
efiletexas.gov,mxa-0018e002.gslb.pphosted.com.,10.0,IN,MX
eggertsvillefiredistrict.gov,,,,
egremont-ma.gov,d301690b.ess.barracudanetworks.com.,20.0,IN,MX
egvilparks.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
ehamptonny.gov,ehamptonny.gov.x2.mx-route.com.,20.0,IN,MX
ehawaii.gov,,,,
ehr.gov,sec-jeemsg.eemsg.mail.mil.,20.0,IN,MX
eia.gov,mxa-002bc302.gslb.gpphosted.com.,10.0,IN,MX
eklutna-nsn.gov,,,,
elbaal.gov,,,,
elbertcounty-co.gov,mx2-us1.ppe-hosted.com.,10.0,IN,MX
elburn.gov,mx20.antispam.mailspamprotection.com.,20.0,IN,MX
elburnfire.gov,filter3.partnerone.net.,20.0,IN,MX
elcajon.gov,,,,
eldoradoil.gov,,,,
elearningnc.gov,alt2.aspmx.l.google.com.,20.0,IN,MX
elgintexas.gov,,,,
elizabethcitync.gov,alt1.aspmx.l.google.com.,20.0,IN,MX
elizabethtown-ny.gov,mx2.emailsrvr.com.,20.0,IN,MX
elizabethtownky.gov,,,,
elkhartlakewi.gov,,,,
elkmontal.gov,,,,
elkocitynv.gov,,,,
elkocountynv.gov,,,,
elkrivermn.gov,d15796b.ess.barracudanetworks.com.,20.0,IN,MX
elktonva.gov,,,,
elktownshipnj.gov,mx2.mtaroutes.com.,20.0,IN,MX
ellago-tx.gov,mx01.1and1.com.,10.0,IN,MX
ellendalend.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
ellensburgwa.gov,,,,
ellington-ct.gov,d209807b.ess.barracudanetworks.com.,20.0,IN,MX
ellsworthmaine.gov,,,,
elmirageaz.gov,mx2-us1.ppe-hosted.com.,20.0,IN,MX
elmonteca.gov,d258678b.ess.barracudanetworks.com.,20.0,IN,MX
elmwoodmi.gov,,,,
elmwoodplace-oh.gov,mtec360-com.p20.mxthunder.net.,20.0,IN,MX
elon.gov,,,,
eloyaz.gov,,,,
elpasoco.gov,us-smtp-inbound-2.mimecast.com.,10.0,IN,MX
elpasotexas.gov,,,,
elrenook.gov,,,,
emanuelco-ga.gov,,,,
emeraldbay-tx.gov,,,,
emmauspa.gov,,,,
emmetcountyia.gov,,,,
emmitsburgmd.gov,,,,
emporia-kansas.gov,,,,
emporiaks.gov,,,,
emscompact.gov,,,,
encinitasca.gov,,,,
encinitascalifornia.gov,,,,
energy.gov,mxa-002bc302.gslb.gpphosted.com.,10.0,IN,MX
energycodes.gov,emailgw01.pnnl.gov.,10.0,IN,MX
energycommunities.gov,mxb-002bc302.gslb.gpphosted.com.,10.0,IN,MX
energystar.gov,grid2f.gseg.att.com.,10.0,IN,MX
enfield-ct.gov,,,,
englewoodco.gov,,,,
ennistx.gov,,,,
enon-oh.gov,,,,
enterpriseal.gov,,,,
enterpriseoregon.gov,,,,
eop.gov,,,,
epa.gov,,,,
epcountytx.gov,,,,
epic.gov,mx-dc2.usdoj.gov.,10.0,IN,MX
eppingnh.gov,,,,
eprdco.gov,d307648b.ess.barracudanetworks.com.,20.0,IN,MX
epsomnhpolice.gov,,,,
erda.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
erie.gov,mx2.hc5432-24.iphmx.com.,10.0,IN,MX
erieco.gov,,,,
eriecountyohioboe.gov,,,,
eriecountypa.gov,,,,
erpo.gov,,,,
erving-ma.gov,,,,
erwinmi.gov,mx2.emailsrvr.com.,0.0,IN,MX
esc.gov,amcrelay2.faa.gov.,10.0,IN,MX
escambiacountyal.gov,,,,
escambiavotes.gov,escambiavotes-gov.mx2.arsmtp.com.,32768.0,IN,MX
escanabatownshipmi.gov,,,,
escondido.gov,,,,
eseclab.gov,,,,
espanolanm.gov,mx-02-us-west-2.prod.hydra.sophos.com.,20.0,IN,MX
esrs.gov,mail2.esrs.gov.,100.0,IN,MX
essexcountyny.gov,,,,
essexct.gov,,,,
essexregionalnj.gov,,,,
estero-fl.gov,mxa-0089dd01.gslb.pphosted.com.,10.0,IN,MX
estoo-nsn.gov,d290546b.ess.barracudanetworks.com.,5.0,IN,MX
eta-find.gov,mx2.frb.iphmx.com.,10.0,IN,MX
etowahwaterga.gov,,,,
eugene-or.gov,,,,
eulesstx.gov,d58505b.ess.barracudanetworks.com.,10.0,IN,MX
eureka-mt.gov,,,,
eurekaca.gov,d279714b.ess.barracudanetworks.com.,20.0,IN,MX
eurekacountynv.gov,us-smtp-inbound-1.mimecast.com.,10.0,IN,MX
eurekaillinois.gov,,,,
eurekaspringsar.gov,mx2-us1.ppe-hosted.com.,1.0,IN,MX
eurekatownshipmi.gov,,,,
eutawal.gov,,,,
evanscolorado.gov,,,,
evanspoliceny.gov,,,,
evanston-wy.gov,,,,
evansville-wy.gov,,,,
evansvillewi.gov,,,,
evelethpd.gov,,,,
everettwa.gov,,,,
evergladesrestoration.gov,,,,
evergreenal.gov,mx002.netsol.xion.oxcs.net.,10.0,IN,MX
evergreenlangladewi.gov,ALT2.ASPMX.L.GOOGLE.COM.,5.0,IN,MX
everytrycounts.gov,smtp.ees.hhs.gov.,20.0,IN,MX
evesham-nj.gov,d281620b.ess.barracudanetworks.com.,10.0,IN,MX
ewgri.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
excelsiorsprings.gov,,,,
exeternh.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
exeterri.gov,,,,
exim.gov,,,,
exploretsp.gov,,,,
eyak-nsn.gov,,,,
eyenote.gov,cwmailhub1in.treasury.gov.,10.0,IN,MX
faa.gov,amcrelay3.faa.gov.,5.0,IN,MX
faasafety.gov,relay1.faa.gov.,5.0,IN,MX
fac.gov,alt2.aspmx.l.google.com.,5.0,IN,MX
faca.gov,,,,
facadatabase.gov,,,,
fafsa.gov,,,,
fai.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
fairbornoh.gov,,,,
fairbornohio.gov,,,,
fairchildstx.gov,d306049b.ess.barracudanetworks.com.,15.0,IN,MX
fairfax-mn.gov,mx.ct.mbox.net.,20.0,IN,MX
fairfax-vt.gov,mx2-us1.ppe-hosted.com.,10.0,IN,MX
fairfaxcounty.gov,,,,
fairfaxcountyvirginia.gov,,,,
fairfaxsc.gov,,,,
fairfaxva.gov,d219166a.ess.barracudanetworks.com.,5.0,IN,MX
fairfield-me.gov,,,,
fairfieldcountyohio.gov,,,,
fairfieldcountyohioelections.gov,,,,
fairfieldct.gov,d243590b.ess.barracudanetworks.com.,20.0,IN,MX
fairfieldiowa.gov,,,,
fairfieldmt.gov,,,,
fairfieldoh.gov,d228283b.ess.barracudanetworks.com.,10.0,IN,MX
fairfieldtexas.gov,,,,
fairfieldtwplenaweemi.gov,,,,
fairhaven-ma.gov,alt1.aspmx.l.google.com.,5.0,IN,MX
fairhavenvt.gov,,,,
fairhope-al.gov,,,,
fairhopeal.gov,usb-smtp-inbound-2.mimecast.com.,10.0,IN,MX
fairhopealpolice.gov,,,,
fairleevt.gov,,,,
fairmontnc.gov,,,,
fairmontwv.gov,,,,
fairmountfireco.gov,d283436b.ess.barracudanetworks.com.,10.0,IN,MX
fairmountga.gov,,,,
fairmountheightsmd.gov,,,,
fairviewnc.gov,,,,
fairviewtn.gov,,,,
falconerny.gov,,,,
fallcreekwi.gov,,,,
fallonnevada.gov,,,,
fallriverma.gov,,,,
fallschurchva.gov,,,,
fallscityoregon.gov,,,,
fallspa.gov,,,,
falmouthfirema.gov,d163254b.ess.barracudanetworks.com.,10.0,IN,MX
