url,exchange,preference,class,type
yellowsprings.gov,arcadami.gov.,0,IN,MX
yellowsprings.gov,d166201a.ess.barracudanetworks.com.,0,IN,MX
yellowsprings.gov,d166201b.ess.barracudanetworks.com.,5,IN,MX
yellowsprings.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
yellowsprings.gov,mx2-us1.ppe-hosted.com.,0,IN,MX
yellowsprings.gov,cuda2.crossvalley.com.,20,IN,MX
yellowsprings.gov,cuda1.crossvalley.com.,10,IN,MX
yellowsprings.gov,archdalenc-gov02b.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,archerlodgenc-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,arcoidaho-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,arcolapdtx-gov.mail.protection.outlook.com.,10,IN,MX
yellowsprings.gov,arcolatexas-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,ardmoreok-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,mail.cjissolutions.com.,0,IN,MX
yellowsprings.gov,arkansascityks-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,d241978b.ess.barracudanetworks.com.,10,IN,MX
yellowsprings.gov,d241978a.ess.barracudanetworks.com.,5,IN,MX
yellowsprings.gov,arlingtonmn-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,arlingtonne-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,mxa-003aba01.gslb.pphosted.com.,10,IN,MX
yellowsprings.gov,mxb-003aba01.gslb.pphosted.com.,10,IN,MX
yellowsprings.gov,d138933b.ess.barracudanetworks.com.,0,IN,MX
yellowsprings.gov,d138933a.ess.barracudanetworks.com.,0,IN,MX
yellowsprings.gov,artesianm-gov.mail.protection.outlook.com.,10,IN,MX
yellowsprings.gov,alt1.aspmx.l.google.com.,5,IN,MX
yellowsprings.gov,alt2.aspmx.l.google.com.,5,IN,MX
yellowsprings.gov,aspmx.l.google.com.,1,IN,MX
yellowsprings.gov,alt3.aspmx.l.google.com.,10,IN,MX
yellowsprings.gov,alt4.aspmx.l.google.com.,10,IN,MX
yellowsprings.gov,ashburnhamma-gov02e.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,ashbyma-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,mail.asheboronc.gov.,10,IN,MX
yellowsprings.gov,aspmx.l.google.com.,1,IN,MX
yellowsprings.gov,alt3.aspmx.l.google.com.,10,IN,MX
yellowsprings.gov,alt4.aspmx.l.google.com.,10,IN,MX
yellowsprings.gov,alt1.aspmx.l.google.com.,5,IN,MX
yellowsprings.gov,alt2.aspmx.l.google.com.,5,IN,MX
yellowsprings.gov,ashgrovemo-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,ashlandcitytn-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,ashlandky-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,ashlandva-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,ashtonid-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,ashvilleohio-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,ashwaubenon-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,aspen-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,assyriatwpmi.gov.,0,IN,MX
yellowsprings.gov,atchisonkspolice-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,athelstaneWIclerk-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,spam-spi-il.agcomtech.com.,0,IN,MX
yellowsprings.gov,mail.athenstn.gov.,10,IN,MX
yellowsprings.gov,athenstn-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,athenstx-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,athensvillageny-gov.mail.protection.outlook.com.,0,IN,MX
