url,,url,exchange,preference,class,type
atwatermn.gov,265,atwatermn.gov,d282772a.ess.barracudanetworks.com.,10,IN,MX
aubreytx.gov,266,aubreytx.gov,aubreytx-gov.mail.protection.outlook.com.,0,IN,MX
auburnmaine.gov,267,auburnmaine.gov,auburnmaine-gov.mail.protection.outlook.com.,10,IN,MX
auburnmi.gov,268,auburnmi.gov,auburnmi.gov.,0,IN,MX
auburnny.gov,270,auburnny.gov,d294744a.ess.barracudanetworks.com.,10,IN,MX
auburnwa.gov,271,auburnwa.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
auduboncountyia.gov,7968,auduboncountyia.gov,auduboncountyIa-gov.mail.protection.outlook.com.,0,IN,MX
auglaizecounty-ohio.gov,7969,auglaizecounty-ohio.gov,mail.auglaizecounty-ohio.gov.,0,IN,MX
augustacounty-va.gov,7970,augustacounty-va.gov,www.augustacounty-va.gov.,0,IN,MX
augustacountyva.gov,7971,augustacountyva.gov,www.augustacountyva.gov.,0,IN,MX
augustaga.gov,273,augustaga.gov,augustaga-gov.mail.protection.outlook.com.,10,IN,MX
augustaky.gov,274,augustaky.gov,augustaky.gov.,0,IN,MX
augustamaine.gov,275,augustamaine.gov,augustamaine-gov.mail.protection.outlook.com.,0,IN,MX
augustinetribe-nsn.gov,13517,augustinetribe-nsn.gov,mx01.augustinecasino.com.,10,IN,MX
aultcolorado.gov,276,aultcolorado.gov,aultcolorado-gov.mail.protection.outlook.com.,0,IN,MX
auroramo.gov,277,auroramo.gov,AuroraMo-gov.mail.protection.outlook.com.,0,IN,MX
auroratexas.gov,281,auroratexas.gov,aspmx.l.google.com.,1,IN,MX
ausabletwp-mi.gov,283,ausabletwp-mi.gov,ausabletwp-mi.gov.,0,IN,MX
austellga.gov,284,austellga.gov,austellga-gov.mail.protection.outlook.com.,0,IN,MX
austin.gov,285,austin.gov,.,0,IN,MX
austintexas.gov,286,austintexas.gov,austintexas-gov.mail.protection.outlook.com.,10,IN,MX
austintx.gov,287,austintx.gov,.,0,IN,MX
averycountync.gov,7972,averycountync.gov,averycountync-gov.mail.protection.outlook.com.,0,IN,MX
avon-ma.gov,295,avon-ma.gov,avonma-gov01b.mail.protection.outlook.com.,0,IN,MX
avonct.gov,288,avonct.gov,mx2-us1.ppe-hosted.com.,15,IN,MX
avondaleaz.gov,290,avondaleaz.gov,mxa-00722001.gslb.pphosted.com.,10,IN,MX
avondaleestatesga.gov,292,avondaleestatesga.gov,avondaleestatesga-gov.mail.protection.outlook.com.,1,IN,MX
avonindiana.gov,294,avonindiana.gov,avonindiana-gov.mx1.arsmtp.com.,10,IN,MX
avss-nd.gov,7973,avss-nd.gov,avss-nd.gov.1.0001.arsmtp.com.,10,IN,MX
az-fhsd.gov,296,az-fhsd.gov,azfhsd-gov0e.mail.protection.outlook.com.,0,IN,MX
az.gov,12552,az.gov,aspmx.l.google.com.,1,IN,MX
az511.gov,12372,az511.gov,aspmx.l.google.com.,1,IN,MX
az529.gov,12377,az529.gov,alt1.aspmx.l.google.com.,0,IN,MX
azaccountancy.gov,12381,azaccountancy.gov,aspmx.l.google.com.,1,IN,MX
azadc.gov,12387,azadc.gov,aspmx.l.google.com.,1,IN,MX
azag.gov,12389,azag.gov,azag-gov.mail.protection.outlook.com.,0,IN,MX
azahcccs.gov,12392,azahcccs.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
azarts.gov,12398,azarts.gov,aspmx.l.google.com.,1,IN,MX
azasrs.gov,12401,azasrs.gov,aspmx.l.google.com.,1,IN,MX
azauditor.gov,12405,azauditor.gov,azauditor-gov.mail.protection.outlook.com.,0,IN,MX
azbn.gov,12410,azbn.gov,aspmx.l.google.com.,1,IN,MX
azboc.gov,12415,azboc.gov,aspmx.l.google.com.,1,IN,MX
azboxingandmma.gov,12417,azboxingandmma.gov,aspmx.l.google.com.,1,IN,MX
azbtr.gov,12423,azbtr.gov,aspmx.l.google.com.,1,IN,MX
azcapitolmuseum.gov,12426,azcapitolmuseum.gov,mx-caprica.easydns.com.,0,IN,MX
azcc.gov,12428,azcc.gov,azcc-gov.mail.protection.outlook.com.,10,IN,MX
azcjc.gov,12431,azcjc.gov,aspmx.l.google.com.,1,IN,MX
azcleanelections.gov,12440,azcleanelections.gov,aspmx.l.google.com.,1,IN,MX
azcorrections.gov,12442,azcorrections.gov,aspmx.l.google.com.,1,IN,MX
azcourts.gov,12446,azcourts.gov,_dc-mx.61c988981dc5.azcourts.gov.,10,IN,MX
azda.gov,12448,azda.gov,aspmx.l.google.com.,1,IN,MX
azdc.gov,12453,azdc.gov,aspmx.l.google.com.,1,IN,MX
azdcs.gov,12457,azdcs.gov,azdcs-gov.mail.protection.outlook.com.,0,IN,MX
azdema.gov,12459,azdema.gov,aspmx.l.google.com.,1,IN,MX
azdeq.gov,12467,azdeq.gov,aspmx.l.google.com.,1,IN,MX
azdes.gov,12468,azdes.gov,aspmx.l.google.com.,1,IN,MX
azdfi.gov,12474,azdfi.gov,aspmx.l.google.com.,1,IN,MX
azdhs.gov,12480,azdhs.gov,aspmx.l.google.com.,1,IN,MX
azdjc.gov,12483,azdjc.gov,aspmx.l.google.com.,1,IN,MX
azdo.gov,12498,azdo.gov,aspmx.l.google.com.,1,IN,MX
azdoa.gov,12490,azdoa.gov,aspmx.l.google.com.,1,IN,MX
azdoc.gov,12495,azdoc.gov,aspmx.l.google.com.,1,IN,MX
azdohs.gov,12503,azdohs.gov,aspmx.l.google.com.,1,IN,MX
azdor.gov,12511,azdor.gov,aspmx.l.google.com.,1,IN,MX
azdosh.gov,12514,azdosh.gov,aspmx.l.google.com.,1,IN,MX
azdot.gov,12521,azdot.gov,aspmx.l.google.com.,1,IN,MX
azdps.gov,12524,azdps.gov,azdps-gov.mail.protection.outlook.com.,10,IN,MX
azdpsapps.gov,12523,azdpsapps.gov,azdpsapps-gov.mail.protection.outlook.com.,0,IN,MX
azdvs.gov,12529,azdvs.gov,aspmx.l.google.com.,1,IN,MX
azed.gov,12530,azed.gov,azed-gov.mail.protection.outlook.com.,0,IN,MX
azein.gov,12531,azein.gov,azein-gov.mail.protection.outlook.com.,0,IN,MX
azftf.gov,12534,azftf.gov,aspmx.l.google.com.,1,IN,MX
azgaming.gov,12540,azgaming.gov,aspmx.l.google.com.,1,IN,MX
azgfd.gov,12543,azgfd.gov,aspmx.l.google.com.,1,IN,MX
azgohs.gov,12547,azgohs.gov,aspmx.l.google.com.,1,IN,MX
azgovernor.gov,12557,azgovernor.gov,azgovernor.gov.,10,IN,MX
azhighered.gov,12558,azhighered.gov,alt4.aspmx.l.google.com.,0,IN,MX
azhouse.gov,12563,azhouse.gov,mail.azhouse.gov.,10,IN,MX
azhousing.gov,12565,azhousing.gov,aspmx.l.google.com.,1,IN,MX
azhs.gov,12572,azhs.gov,aspmx.l.google.com.,1,IN,MX
azica.gov,12577,azica.gov,aspmx.l.google.com.,1,IN,MX
azinsurance.gov,12581,azinsurance.gov,aspmx.l.google.com.,1,IN,MX
azjlbc.gov,12584,azjlbc.gov,mx-caprica.easydns.com.,0,IN,MX
azland.gov,12588,azland.gov,aspmx.l.google.com.,1,IN,MX
azleg.gov,12590,azleg.gov,azleg-gov.mail.protection.outlook.com.,3,IN,MX
azlibrary.gov,12591,azlibrary.gov,azlibrary-gov.mail.protection.outlook.com.,0,IN,MX
azliquor.gov,12595,azliquor.gov,aspmx.l.google.com.,1,IN,MX
azlottery.gov,12599,azlottery.gov,aspmx.l.google.com.,1,IN,MX
azmag.gov,12602,azmag.gov,azmag-gov.mail.protection.outlook.com.,0,IN,MX
azmd.gov,12607,azmd.gov,aspmx.l.google.com.,1,IN,MX
azoca.gov,12608,azoca.gov,azoca-gov.mail.protection.outlook.com.,0,IN,MX
azot.gov,12612,azot.gov,aspmx.l.google.com.,1,IN,MX
azpa.gov,12614,azpa.gov,aspmx.l.google.com.,1,IN,MX
azpharmacy.gov,12623,azpharmacy.gov,aspmx.l.google.com.,1,IN,MX
azpost.gov,12629,azpost.gov,aspmx.l.google.com.,1,IN,MX
azppse.gov,12631,azppse.gov,aspmx.l.google.com.,1,IN,MX
azre.gov,12636,azre.gov,aspmx.l.google.com.,1,IN,MX
azroc.gov,12644,azroc.gov,aspmx.l.google.com.,1,IN,MX
azrra.gov,12647,azrra.gov,aspmx.l.google.com.,1,IN,MX
azruco.gov,12653,azruco.gov,aspmx.l.google.com.,1,IN,MX
azsal.gov,12658,azsal.gov,aspmx.l.google.com.,1,IN,MX
azsenate.gov,12660,azsenate.gov,mail.azsenate.gov.,10,IN,MX
azsfb.gov,12663,azsfb.gov,aspmx.l.google.com.,1,IN,MX
azsos.gov,12666,azsos.gov,azsos-gov.mail.protection.outlook.com.,0,IN,MX
azstateparks.gov,12670,azstateparks.gov,aspmx.l.google.com.,1,IN,MX
aztaxes.gov,12676,aztaxes.gov,aspmx.l.google.com.,1,IN,MX
aztecnm.gov,297,aztecnm.gov,aztecnm-gov.mail.protection.outlook.com.,0,IN,MX
aztransportationboard.gov,12677,aztransportationboard.gov,aztransportationboard-gov.mail.protection.outlook.com.,10,IN,MX
aztreasurer.gov,12678,aztreasurer.gov,aztreasurer-gov.mail.protection.outlook.com.,0,IN,MX
aztreasury.gov,12679,aztreasury.gov,aztreasury-gov.mail.protection.outlook.com.,0,IN,MX
azusaca.gov,298,azusaca.gov,d220163a.ess.barracudanetworks.com.,10,IN,MX
azwater.gov,12684,azwater.gov,aspmx.l.google.com.,1,IN,MX
azwifa.gov,12685,azwifa.gov,azwifa-gov.mail.protection.outlook.com.,0,IN,MX
baaqmd.gov,11896,baaqmd.gov,baaqmd-gov.mail.protection.outlook.com.,0,IN,MX
bacacountyco.gov,7975,bacacountyco.gov,mx1.emailsrvr.com.,10,IN,MX
badenpa.gov,300,badenpa.gov,badenpa-gov.mail.protection.outlook.com.,0,IN,MX
badriver-nsn.gov,13518,badriver-nsn.gov,badrivernsn-gov02b.mail.protection.outlook.com.,0,IN,MX
bagleytownshipmi.gov,301,bagleytownshipmi.gov,bagleytownshipmi.gov.,0,IN,MX
baileysharborwi.gov,302,baileysharborwi.gov,baileysharborwi-gov.mail.protection.outlook.com.,0,IN,MX
bainbridgewa.gov,303,bainbridgewa.gov,bainbridgewa-gov.mail.protection.outlook.com.,0,IN,MX
bakercity.gov,304,bakercity.gov,bakercity-gov.mail.protection.outlook.com.,0,IN,MX
bakercitypd.gov,305,bakercitypd.gov,bakercitypd-gov.mail.protection.outlook.com.,0,IN,MX
bakercountyor.gov,7977,bakercountyor.gov,bakercountyor-gov.mail.protection.outlook.com.,0,IN,MX
baldwincity.gov,306,baldwincity.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
baldwincountyal.gov,7980,baldwincountyal.gov,baldwincountyal-gov.mail.protection.outlook.com.,10,IN,MX
balharbourfl.gov,308,balharbourfl.gov,mxa-0089e701.gslb.pphosted.com.,10,IN,MX
baltimorecity.gov,310,baltimorecity.gov,mail.baltimorecity.gov.,5,IN,MX
baltimorecountymd.gov,7981,baltimorecountymd.gov,mail1.baltimorecountymd.gov.,10,IN,MX
bambergcountysc.gov,7984,bambergcountysc.gov,bambergcounty.in.tmes.trendmicro.com.,0,IN,MX
banderatx.gov,311,banderatx.gov,banderatx-gov.mail.protection.outlook.com.,0,IN,MX
bangormaine.gov,312,bangormaine.gov,d301060a.ess.barracudanetworks.com.,0,IN,MX
banknet.gov,11103,banknet.gov,cwmailhub1in.treasury.gov.,10,IN,MX
bannercountyne.gov,7985,bannercountyne.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
banningca.gov,314,banningca.gov,d258576a.ess.barracudanetworks.com.,10,IN,MX
banninglibraryca.gov,11897,banninglibraryca.gov,mail.banninglibraryca.gov.,10,IN,MX
bannockcounty.gov,7987,bannockcounty.gov,bannockcounty-gov.mail.protection.outlook.com.,0,IN,MX
baraboowi.gov,316,baraboowi.gov,baraboowi-gov.mail.protection.outlook.com.,0,IN,MX
barbourcountyal.gov,7988,barbourcountyal.gov,mx1c45.carrierzone.com.,10,IN,MX
barbourcountyhdwv.gov,7993,barbourcountyhdwv.gov,d305853a.ess.barracudanetworks.com.,10,IN,MX
bardstownky.gov,317,bardstownky.gov,Bardstownky-gov.mail.protection.outlook.com.,10,IN,MX
barharbormaine.gov,318,barharbormaine.gov,mail.barharbormaine.gov.,10,IN,MX
barlingar.gov,320,barlingar.gov,mail.barlingar.gov.,0,IN,MX
barnesvilleohio.gov,321,barnesvilleohio.gov,barnesvilleohio.gov.,0,IN,MX
barnstablecounty-ma.gov,7994,barnstablecounty-ma.gov,barnstablecountyma-gov04b.mail.protection.outlook.com.,0,IN,MX
barnunnwy.gov,322,barnunnwy.gov,barnunnwy-gov.mail.protection.outlook.com.,0,IN,MX
barnwellcountysc.gov,7995,barnwellcountysc.gov,mx1.emailsrvr.com.,10,IN,MX
barona-nsn.gov,13519,barona-nsn.gov,mx.us.email.fireeyecloud.com.,10,IN,MX
barrencountyky.gov,7998,barrencountyky.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
barrington-il.gov,329,barrington-il.gov,d110686a.ess.barracudanetworks.com.,15,IN,MX
barringtonhills-il.gov,323,barringtonhills-il.gov,ASPMX.L.GOOGLE.COM.,0,IN,MX
barroncountywi.gov,8000,barroncountywi.gov,d278577a.ess.barracudanetworks.com.,10,IN,MX
bart.gov,12686,bart.gov,smtp.bart.gov.,10,IN,MX
bartlettil.gov,331,bartlettil.gov,d262920a.ess.barracudanetworks.com.,10,IN,MX
bartonmohealth.gov,11898,bartonmohealth.gov,bartonmohealth-gov.mail.protection.outlook.com.,0,IN,MX
bartowcountyga.gov,8001,bartowcountyga.gov,d241563a.ess.barracudanetworks.com.,5,IN,MX
basslakewi.gov,332,basslakewi.gov,mx1.emailsrvr.com.,10,IN,MX
bataviail.gov,334,bataviail.gov,bataviail-gov.mail.protection.outlook.com.,0,IN,MX
bataviaoh.gov,336,bataviaoh.gov,bataviaoh-gov.mail.protection.outlook.com.,0,IN,MX
batescountymo.gov,8003,batescountymo.gov,batescountymo-gov.mail.protection.outlook.com.,0,IN,MX
batesvillearkansas.gov,337,batesvillearkansas.gov,batesvillearkansas.gov.,10,IN,MX
bathcountyva.gov,8004,bathcountyva.gov,bathcountyva-gov.mail.protection.outlook.com.,10,IN,MX
battlecreekmi.gov,338,battlecreekmi.gov,battlecreekmi-gov.mail.protection.outlook.com.,10,IN,MX
battlefieldmo.gov,339,battlefieldmo.gov,battlefieldmo-gov.mail.protection.outlook.com.,0,IN,MX
baxleyga.gov,340,baxleyga.gov,baxleyga-gov.mail.protection.outlook.com.,0,IN,MX
baxtercountyar.gov,8005,baxtercountyar.gov,mx.zoho.com.,10,IN,MX
baxtermn.gov,341,baxtermn.gov,baxtermn-gov.mail.protection.outlook.com.,0,IN,MX
bayareametro.gov,11899,bayareametro.gov,bayareametro-gov.mail.protection.outlook.com.,10,IN,MX
baycountyfl.gov,8008,baycountyfl.gov,mxa-001a6501.gslb.pphosted.com.,10,IN,MX
baycountyfltax.gov,8010,baycountyfltax.gov,baycountyfltax-gov.mail.protection.outlook.com.,0,IN,MX
bayharborislands-fl.gov,342,bayharborislands-fl.gov,bayharborislandsfl-gov04b.mail.protection.outlook.com.,0,IN,MX
baysidewi.gov,343,baysidewi.gov,baysidewi-gov.mail.protection.outlook.com.,0,IN,MX
baystlouis-ms.gov,347,baystlouis-ms.gov,aspmx.l.google.com.,1,IN,MX
bayvilleny.gov,349,bayvilleny.gov,bayvilleny-gov.mail.protection.outlook.com.,0,IN,MX
bayvotesfl.gov,8011,bayvotesfl.gov,a133037.mx.mailhop.org.,10,IN,MX
bbg.gov,11592,bbg.gov,bbg-gov.mail.protection.outlook.com.,0,IN,MX
bcohio.gov,8015,bcohio.gov,bcohio-gov.mail.protection.outlook.com.,0,IN,MX
bcutah.gov,351,bcutah.gov,bcutah-gov.mx1.arsmtp.com.,10,IN,MX
bcvwd.gov,12298,bcvwd.gov,bcvwd.sendio.com.,10,IN,MX
bea.gov,10476,bea.gov,mx1.bea.gov.,10,IN,MX
beachhaven-nj.gov,352,beachhaven-nj.gov,host.beachhaven-nj.gov.,10,IN,MX
beaconny.gov,353,beaconny.gov,beaconny.in.tmes.trendmicro.com.,0,IN,MX
bearcreektownshipmi.gov,354,bearcreektownshipmi.gov,nospam.commonangle.com.,10,IN,MX
beaufortcountync.gov,8017,beaufortcountync.gov,d267585b.ess.barracudanetworks.com.,0,IN,MX
beaufortcountysc.gov,8019,beaufortcountysc.gov,mxb-006a5b01.gslb.pphosted.com.,10,IN,MX
beaumont-ca.gov,357,beaumont-ca.gov,d185231a.ess.barracudanetworks.com.,99,IN,MX
beaumontca.gov,359,beaumontca.gov,beaumontca-gov-1.fortimailcloud.com.,99,IN,MX
beaumonttexas.gov,361,beaumonttexas.gov,beaumonttexas-gov.mail.protection.outlook.com.,0,IN,MX
beauxarts-wa.gov,362,beauxarts-wa.gov,beauxartswa-gov02c.mail.protection.outlook.com.,0,IN,MX
beavercountypa.gov,8021,beavercountypa.gov,d240909a.ess.barracudanetworks.com.,0,IN,MX
beavercreekohio.gov,363,beavercreekohio.gov,beavercreekohio.in.tmes.trendmicro.com.,0,IN,MX
beaverheadcountymt.gov,8022,beaverheadcountymt.gov,beaverheadcountymt-gov.mail.protection.outlook.com.,0,IN,MX
beavertonoregon.gov,364,beavertonoregon.gov,mail3.beavertonoregon.gov.,10,IN,MX
beavertwp-oh.gov,366,beavertwp-oh.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
beckemeyeril.gov,368,beckemeyeril.gov,mail.beckemeyeril.gov.,10,IN,MX
bedfordboroughpa.gov,369,bedfordboroughpa.gov,d316028a.ess.barracudanetworks.com.,10,IN,MX
bedfordchartertwpmi.gov,373,bedfordchartertwpmi.gov,mx1.mtaroutes.com.,10,IN,MX
bedfordcountytn.gov,8023,bedfordcountytn.gov,mail.bedfordcountytn.gov.,0,IN,MX
bedfordcountyva.gov,8025,bedfordcountyva.gov,d267740a.ess.barracudanetworks.com.,1,IN,MX
bedfordheights.gov,376,bedfordheights.gov,bedfordheights-gov.mail.protection.outlook.com.,0,IN,MX
bedfordma.gov,378,bedfordma.gov,mx-01-us-east-2.prod.hydra.sophos.com.,0,IN,MX
bedfordny.gov,379,bedfordny.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
bedfordoh.gov,381,bedfordoh.gov,bedfordoh-gov.mail.protection.outlook.com.,0,IN,MX
bedfordtx.gov,382,bedfordtx.gov,bedfordtx-gov.mail.protection.outlook.com.,0,IN,MX
bedfordva.gov,383,bedfordva.gov,d200597a.ess.barracudanetworks.com.,0,IN,MX
beecavetexas.gov,387,beecavetexas.gov,mx101.us.everycloudtech.com.,10,IN,MX
belaireks.gov,389,belaireks.gov,belaireks-gov.mail.protection.outlook.com.,0,IN,MX
belen-nm.gov,391,belen-nm.gov,d292436a.ess.barracudanetworks.com.,10,IN,MX
belgiumwi.gov,392,belgiumwi.gov,belgiumwi-gov.mx2.arsmtp.com.,20,IN,MX
belgrademt.gov,394,belgrademt.gov,belgrademt-gov.mail.protection.outlook.com.,10,IN,MX
belknapcounty.gov,8026,belknapcounty.gov,belknapcounty-gov.mail.protection.outlook.com.,0,IN,MX
bellairetx.gov,395,bellairetx.gov,bellairetx-gov.mail.protection.outlook.com.,10,IN,MX
bellavistaar.gov,396,bellavistaar.gov,bellavistaar-gov.mail.protection.outlook.com.,0,IN,MX
belleairbluffs-fl.gov,397,belleairbluffs-fl.gov,belleairbluffsfl-gov03e.mail.protection.outlook.com.,0,IN,MX
bellefontepa.gov,399,bellefontepa.gov,mx01.hornetsecurity.com.,10,IN,MX
belleislefl.gov,402,belleislefl.gov,belleislefl-gov.mail.protection.outlook.com.,0,IN,MX
bellemeade-ky.gov,403,bellemeade-ky.gov,aspmx.l.google.com.,1,IN,MX
belleplaineiowa.gov,408,belleplaineiowa.gov,belleplaineiowa-gov.mail.protection.outlook.com.,0,IN,MX
belleplainemn.gov,409,belleplainemn.gov,mail.ci.belleplaine.mn.us.,10,IN,MX
belleriveacresmo.gov,413,belleriveacresmo.gov,aspmx.l.google.com.,1,IN,MX
bellevueia.gov,416,bellevueia.gov,bellevueia-gov.mail.protection.outlook.com.,0,IN,MX
bellevuewa.gov,417,bellevuewa.gov,bellevuewa-gov.mail.protection.outlook.com.,10,IN,MX
bellmeadtx.gov,418,bellmeadtx.gov,bellmeadtx-gov.mail.protection.outlook.com.,0,IN,MX
bellportvillageny.gov,421,bellportvillageny.gov,aspmx.l.google.com.,10,IN,MX
belmont-ma.gov,425,belmont-ma.gov,d246794a.ess.barracudanetworks.com.,5,IN,MX
belmont.gov,424,belmont.gov,belmont-gov.mail.protection.outlook.com.,0,IN,MX
belmontnh.gov,427,belmontnh.gov,belmontnh-gov.mail.eo.outlook.com.,0,IN,MX
belmontsheriffohio.gov,8027,belmontsheriffohio.gov,mx1.inmotionhosting.com.,0,IN,MX
beloitwi.gov,429,beloitwi.gov,d289085a.ess.barracudanetworks.com.,15,IN,MX
beltontexas.gov,430,beltontexas.gov,mx0b-0085df01.pphosted.com.,0,IN,MX
belvidereil.gov,433,belvidereil.gov,smtp.boonecountyil.gov.,0,IN,MX
belviderepoliceil.gov,435,belviderepoliceil.gov,smtp.boonecountysheriff.com.,0,IN,MX
belvideretownshipmi.gov,436,belvideretownshipmi.gov,belvideretownshipmi.gov.,0,IN,MX
benbrook-tx.gov,437,benbrook-tx.gov,benbrooktx-gov02b.mail.protection.outlook.com.,10,IN,MX
bendoregon.gov,438,bendoregon.gov,bendoregon-gov.mail.protection.outlook.com.,0,IN,MX
benefits.gov,11028,benefits.gov,sil-mta-dmz-01-pub.dol.gov.,50,IN,MX
benhillcounty-ga.gov,8029,benhillcounty-ga.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
benningtonne.gov,439,benningtonne.gov,mail.benningtonne.gov.,0,IN,MX
benningtontownshipmi.gov,440,benningtontownshipmi.gov,mail5008.site4now.net.,10,IN,MX
bensalempa.gov,441,bensalempa.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
bensonaz.gov,443,bensonaz.gov,bensonaz-gov.mail.protection.outlook.com.,0,IN,MX
bentleyks.gov,445,bentleyks.gov,mx00.ionos.com.,0,IN,MX
bentonchartertownship-mi.gov,446,bentonchartertownship-mi.gov,bentonchartertownship-mi.gov.snwlhosted.com.,10,IN,MX
bentoncountyar.gov,8030,bentoncountyar.gov,mx2.hc4341-71.iphmx.com.,5,IN,MX
bentoncountyia.gov,8034,bentoncountyia.gov,bentoncountyia-gov.mail.protection.outlook.com.,0,IN,MX
bentoncountyms.gov,8035,bentoncountyms.gov,bentoncountyms.gov.,0,IN,MX
bentoncountyor.gov,8037,bentoncountyor.gov,d290406a.ess.barracudanetworks.com.,10,IN,MX
bentoncountytn.gov,8038,bentoncountytn.gov,bentoncountytn-gov.mail.protection.outlook.com.,10,IN,MX
bentonil.gov,451,bentonil.gov,aspmx.l.google.com.,1,IN,MX
bentonwi.gov,455,bentonwi.gov,aspmx.l.google.com.,1,IN,MX
benzieco.gov,8039,benzieco.gov,benzieco-gov.mail.protection.outlook.com.,10,IN,MX
bep.gov,11105,bep.gov,cemailhub1in.treasury.gov.,10,IN,MX
bereaky.gov,458,bereaky.gov,bereaky-gov.mail.protection.outlook.com.,0,IN,MX
bergenfieldnj.gov,461,bergenfieldnj.gov,d272313a.ess.barracudanetworks.com.,0,IN,MX
bergenfieldnjpd.gov,462,bergenfieldnjpd.gov,bergenfieldnjpd-gov.mail.protection.outlook.com.,0,IN,MX
berkeleyca.gov,463,berkeleyca.gov,berkeleyca-gov.mail.protection.outlook.com.,0,IN,MX
berkeleycountysc.gov,8040,berkeleycountysc.gov,mxa-00614902.gslb.pphosted.com.,0,IN,MX
berkspa.gov,8042,berkspa.gov,berkspa-gov.mail.protection.outlook.com.,0,IN,MX
berlinal.gov,464,berlinal.gov,berlinal-gov.mail.protection.outlook.com.,0,IN,MX
berlinct.gov,465,berlinct.gov,berlinct-gov.mail.protection.outlook.com.,0,IN,MX
berlinmd.gov,7879,berlinmd.gov,berlinmd-gov.mail.protection.outlook.com.,10,IN,MX
berlinnh.gov,467,berlinnh.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
berlinnhpd.gov,468,berlinnhpd.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
berlintwpioniami.gov,470,berlintwpioniami.gov,berlintwpioniami-gov.mail.protection.outlook.com.,0,IN,MX
berlinvt.gov,471,berlinvt.gov,berlinvt-gov.mail.protection.outlook.com.,0,IN,MX
bernardsville.gov,475,bernardsville.gov,aspmx.l.google.com.,1,IN,MX
bernco.gov,8043,bernco.gov,bernco-gov.mail.protection.outlook.com.,0,IN,MX
berriencountyga.gov,8044,berriencountyga.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
berryvillear.gov,477,berryvillear.gov,berryvillear-gov.mail.protection.outlook.com.,0,IN,MX
berryvilleva.gov,478,berryvilleva.gov,d241749a.ess.barracudanetworks.com.,0,IN,MX
berthold-nd.gov,480,berthold-nd.gov,berthold-nd.gov.,0,IN,MX
berwickpa.gov,481,berwickpa.gov,mail.berwickpa.gov.,0,IN,MX
berwyn-il.gov,484,berwyn-il.gov,cluster5.us.messagelabs.com.,10,IN,MX
berwynheightsmd.gov,482,berwynheightsmd.gov,berwynheightsmd-gov.mail.protection.outlook.com.,0,IN,MX
bethanytownshipmi.gov,486,bethanytownshipmi.gov,mx1.emailsrvr.com.,10,IN,MX
bethel-ct.gov,489,bethel-ct.gov,aspmx.l.google.com.,1,IN,MX
bethel-oh.gov,493,bethel-oh.gov,spamtitan2.ybjsystems.com.,10,IN,MX
bethelparkpa.gov,495,bethelparkpa.gov,bethelparkpa-gov.mail.protection.outlook.com.,0,IN,MX
bethelparkpapolice.gov,496,bethelparkpapolice.gov,bethelparkpapolice-gov.mail.protection.outlook.com.,0,IN,MX
betheltwplebanon.gov,497,betheltwplebanon.gov,betheltwplebanon-gov.mail.protection.outlook.com.,0,IN,MX
bethlehem-pa.gov,499,bethlehem-pa.gov,d149663a.ess.barracudanetworks.com.,10,IN,MX
bethlehemnj.gov,498,bethlehemnj.gov,mail.bethlehemnj.gov.,10,IN,MX
bethlehemwv.gov,501,bethlehemwv.gov,bethlehemwv-gov.mail.protection.outlook.com.,0,IN,MX
betobaccofree.gov,10707,betobaccofree.gov,smtp.ees.hhs.gov.,10,IN,MX
betsylehmancenterma.gov,12688,betsylehmancenterma.gov,betsylehmancenterma-gov.mail.protection.outlook.com.,1,IN,MX
bettendorf.gov,502,bettendorf.gov,email1.bettendorf.org.,10,IN,MX
beverlyhills-ca.gov,504,beverlyhills-ca.gov,snitch.beverlyhills-ca.gov.,0,IN,MX
beverlyhillsca.gov,505,beverlyhillsca.gov,snitch.beverlyhillsca.gov.,0,IN,MX
beverlyhillstx.gov,507,beverlyhillstx.gov,beverlyhillstx-gov.mail.protection.outlook.com.,0,IN,MX
beverlyma.gov,511,beverlyma.gov,aspmx.l.google.com.,1,IN,MX
bhtx.gov,514,bhtx.gov,d306694a.ess.barracudanetworks.com.,10,IN,MX
bia.gov,11074,bia.gov,bia-gov.mail.protection.outlook.com.,0,IN,MX
bigflatsny.gov,515,bigflatsny.gov,bigflatsny-gov.mail.protection.outlook.com.,0,IN,MX
biggs-ca.gov,516,biggs-ca.gov,biggsca-gov01c.mail.protection.outlook.com.,0,IN,MX
bighorncountymt.gov,8046,bighorncountymt.gov,bighorncountymt-gov.mail.protection.outlook.com.,0,IN,MX
bighorncountywy.gov,8047,bighorncountywy.gov,mail.bighorncountywy.gov.,10,IN,MX
