queried,exchange,preference,class,type
vercountyil.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
victoriacountytx.gov,usb-smtp-inbound-2.mimecast.com.,2,IN,MX
victoriacountytx.gov,usb-smtp-inbound-1.mimecast.com.,1,IN,MX
vilascountywi.gov,vilascountywi-gov.mail.protection.outlook.com.,99,IN,MX
vintoncountyohio.gov,mx.vintoncountyohio.gov.,30,IN,MX
volusia.gov,mx1.hc4641-60.iphmx.com.,10,IN,MX
volusia.gov,mx2.hc4641-60.iphmx.com.,20,IN,MX
votebradfordfl.gov,votebradfordfl-gov.mail.protection.outlook.com.,0,IN,MX
votebrevard.gov,mxb-0089c201.gslb.pphosted.com.,10,IN,MX
votebrevard.gov,mxa-0089c201.gslb.pphosted.com.,10,IN,MX
voteclaycountymo.gov,mail.avenet.net.,10,IN,MX
votefranklinfl.gov,votefranklinfl-gov.mail.protection.outlook.com.,0,IN,MX
voteglades.gov,voteglades-gov.mail.protection.outlook.com.,0,IN,MX
votegulf.gov,votegulf-gov.mail.protection.outlook.com.,0,IN,MX
votehamiltoncountyohio.gov,route3.mx.cloudflare.net.,32,IN,MX
votehamiltoncountyohio.gov,route2.mx.cloudflare.net.,33,IN,MX
votehamiltoncountyohio.gov,route1.mx.cloudflare.net.,68,IN,MX
votehighlands.gov,votehighlands-gov.mail.protection.outlook.com.,0,IN,MX
votehillsborough.gov,votehillsborough-gov.mail.protection.outlook.com.,10,IN,MX
votehillsborough.gov,mail2-esc.hcsoe.org.,6,IN,MX
votejacksonfl.gov,votejacksonfl-gov.mail.protection.outlook.com.,10,IN,MX
votelevy.gov,mx2-us1.ppe-hosted.com.,20,IN,MX
votelevy.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
votemanatee.gov,votemanatee-gov.mail.protection.outlook.com.,0,IN,MX
votemarion.gov,votemarion-gov.mail.protection.outlook.com.,0,IN,MX
voteokaloosa.gov,d274281b.ess.barracudanetworks.com.,20,IN,MX
voteokaloosa.gov,d274281a.ess.barracudanetworks.com.,10,IN,MX
voteokeechobee.gov,mx1.us.mailhop.co.,30,IN,MX
voteokeechobee.gov,mx1.us.mailhop.org.,10,IN,MX
voteokeechobee.gov,mx1.us.mailhop.us.,20,IN,MX
voteosceola.gov,voteosceola-gov.mail.protection.outlook.com.,0,IN,MX
votepalmbeach.gov,primary.us.email.fireeyecloud.com.,10,IN,MX
votepalmbeach.gov,alt1.us.email.fireeyecloud.com.,20,IN,MX
votepalmbeach.gov,alt2.us.email.fireeyecloud.com.,30,IN,MX
votepalmbeach.gov,alt3.us.email.fireeyecloud.com.,40,IN,MX
votepinellas.gov,mxa-006d8401.gslb.pphosted.com.,10,IN,MX
votepinellas.gov,mxb-006d8401.gslb.pphosted.com.,10,IN,MX
votesjc.gov,d242839b.ess.barracudanetworks.com.,0,IN,MX
votesjc.gov,d242839a.ess.barracudanetworks.com.,10,IN,MX
vrecc-nm.gov,vreccnm-gov01c.mail.protection.outlook.com.,0,IN,MX
wakecountync.gov,wakecountync-gov.mail.protection.outlook.com.,0,IN,MX
wake.gov,wake-gov.mail.protection.outlook.com.,10,IN,MX
wakullaelectionfl.gov,wakullaelectionfl-gov.mail.protection.outlook.com.,0,IN,MX
wakullavotes.gov,wakullavotes-gov.mail.protection.outlook.com.,0,IN,MX
waldocountyme.gov,waldocountyme-gov.mail.protection.outlook.com.,0,IN,MX
walkercountyga.gov,aspmx.l.google.com.,1,IN,MX
walkercountyga.gov,alt3.aspmx.l.google.com.,10,IN,MX
walkercountyga.gov,alt4.aspmx.l.google.com.,10,IN,MX
walkercountyga.gov,alt2.aspmx.l.google.com.,5,IN,MX
walkercountyga.gov,alt1.aspmx.l.google.com.,5,IN,MX
wallowacounty.gov,wallowacounty-gov.mail.protection.outlook.com.,0,IN,MX
wardnd.gov,wardnd-gov.mail.protection.outlook.com.,10,IN,MX
warecountyga.gov,d318861b.ess.barracudanetworks.com.,2,IN,MX
warecountyga.gov,d318861a.ess.barracudanetworks.com.,1,IN,MX
warrencountyga.gov,warrencountyga-gov.mail.protection.outlook.com.,0,IN,MX
warrencountyia.gov,warrencountyia-gov.mail.protection.outlook.com.,0,IN,MX
warrencountyil.gov,mx2-us1.ppe-hosted.com.,20,IN,MX
warrencountyil.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
warrencountyky.gov,_dc-mx.a071e12f9238.warrencountyky.gov.,0,IN,MX
warrencountync.gov,warrencountync-gov.mail.protection.outlook.com.,0,IN,MX
warrencountyny.gov,d298523a.ess.barracudanetworks.com.,5,IN,MX
warrencountyny.gov,d298523b.ess.barracudanetworks.com.,6,IN,MX
warrencountyohio.gov,mxb-004ac701.gslb.pphosted.com.,10,IN,MX
warrencountyohio.gov,mxa-004ac701.gslb.pphosted.com.,10,IN,MX
warrencountypa.gov,d251203a.ess.barracudanetworks.com.,1,IN,MX
warrencountypa.gov,d251203b.ess.barracudanetworks.com.,2,IN,MX
warrencountytn.gov,ALT1.ASPMX.L.GOOGLE.COM.,5,IN,MX
warrencountytn.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
warrencountytn.gov,ALT2.ASPMX.L.GOOGLE.COM.,5,IN,MX
warrencountytn.gov,ALT4.ASPMX.L.GOOGLE.COM.,10,IN,MX
warrencountytn.gov,ALT3.ASPMX.L.GOOGLE.COM.,10,IN,MX
warrencountyva.gov,warrencountyva-gov.mail.protection.outlook.com.,0,IN,MX
warrickcounty.gov,primary.us.email.fireeyecloud.com.,10,IN,MX
warrickcounty.gov,alt1.us.email.fireeyecloud.com.,20,IN,MX
warrickcounty.gov,alt2.us.email.fireeyecloud.com.,30,IN,MX
warrickcounty.gov,alt3.us.email.fireeyecloud.com.,40,IN,MX
wasatchcounty.gov,d299716b.ess.barracudanetworks.com.,5,IN,MX
wasatchcounty.gov,d299716a.ess.barracudanetworks.com.,0,IN,MX
wasecacounty.gov,wasecacounty-gov.mail.protection.outlook.com.,0,IN,MX
washakiecountywy.gov,washakiecountywy.gov.,0,IN,MX
washcowisco.gov,washcowisco-gov.mail.protection.outlook.com.,0,IN,MX
washingtoncopa.gov,washingtoncopa-gov.mail.protection.outlook.com.,0,IN,MX
washingtoncountyar.gov,wcesa.washingtoncountyar.gov.,5,IN,MX
washingtoncountyar.gov,smtp.washingtoncountyar.gov.,10,IN,MX
washingtoncountyga.gov,washingtoncountyga-gov.mail.protection.outlook.com.,0,IN,MX
washingtoncountyid.gov,washingtoncountyid-gov.mail.protection.outlook.com.,0,IN,MX
washingtoncountyks.gov,washingtoncountyks-gov.mail.protection.outlook.com.,0,IN,MX
washingtoncountymn.gov,washingtoncountymn-gov.mail.protection.outlook.com.,0,IN,MX
washingtoncountyne.gov,WASHINGTONCOUNTYNE-GOV.mail.protection.outlook.com.,0,IN,MX
washingtoncountyny.gov,washingtoncountyny-gov.mail.protection.outlook.com.,0,IN,MX
washingtoncountyor.gov,mxa-0055e101.gslb.pphosted.com.,0,IN,MX
washingtoncountyor.gov,mxb-0055e101.gslb.pphosted.com.,0,IN,MX
washingtoncountytx.gov,washingtoncountytx-gov.mail.protection.outlook.com.,0,IN,MX
washoecounty.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
washoecounty.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
washozwi.gov,washozwi-gov.mail.protection.outlook.com.,0,IN,MX
washtenawcounty-mi.gov,washtenawcountymi-gov03i.mail.protection.outlook.com.,10,IN,MX
washtenaw.gov,washtenaw-gov.mail.protection.outlook.com.,10,IN,MX
waukeshacounty.gov,waukeshacounty-gov.mail.protection.outlook.com.,0,IN,MX
wausharacountywi.gov,mxb-00809401.gslb.pphosted.com.,10,IN,MX
wausharacountywi.gov,mxa-00809401.gslb.pphosted.com.,10,IN,MX
waynecounty-ga.gov,spam.calldoe.com.,0,IN,MX
waynecountyil.gov,waynecountyil-gov.mail.protection.outlook.com.,0,IN,MX
waynecountymi.gov,waynecountymi-gov.mail.protection.outlook.com.,10,IN,MX
waynecountymo.gov,waynecountymo-gov.mail.protection.outlook.com.,0,IN,MX
waynecountyms.gov,waynecountyms-gov.mail.protection.outlook.com.,0,IN,MX
waynecountyne.gov,waynecountyne-gov.mail.protection.outlook.com.,0,IN,MX
waynecountyny.gov,d272996a.ess.barracudanetworks.com.,0,IN,MX
waynecountyny.gov,d272996b.ess.barracudanetworks.com.,0,IN,MX
waynecountypa.gov,waynecountypa-gov.mail.protection.outlook.com.,0,IN,MX
waynecountytn.gov,west.smtp.mx.exch081.serverdata.net.,20,IN,MX
waynecountytn.gov,east.smtp.mx.exch081.serverdata.net.,10,IN,MX
wcema-ok.gov,alt1.aspmx.l.google.com.,20,IN,MX
wcema-ok.gov,aspmx.l.google.com.,10,IN,MX
wcema-ok.gov,alt3.aspmx.l.google.com.,40,IN,MX
wcema-ok.gov,alt2.aspmx.l.google.com.,30,IN,MX
wcema-ok.gov,alt4.aspmx.l.google.com.,50,IN,MX
wcsoe.gov,wcsoe-gov.mail.protection.outlook.com.,10,IN,MX
weakleycountytn.gov,mail.weakleycountytn.gov.,0,IN,MX
webbcountytx.gov,iron2.webbcountytx.gov.,10,IN,MX
webbcountytx.gov,iron.webbcountytx.gov.,10,IN,MX
webercountyutah.gov,mail.co.weber.ut.us.,10,IN,MX
weberelections.gov,mail.co.weber.ut.us.,10,IN,MX
webstercountyia.gov,d307347b.ess.barracudanetworks.com.,20,IN,MX
webstercountyia.gov,d307347a.ess.barracudanetworks.com.,10,IN,MX
webstercountymo.gov,mx2.emailsrvr.com.,20,IN,MX
webstercountymo.gov,mx1.emailsrvr.com.,10,IN,MX
weld.gov,mxb-00144202.gslb.pphosted.com.,10,IN,MX
weld.gov,mxa-00144202.gslb.pphosted.com.,10,IN,MX
westchestercountyny.gov,mx1.hc5689-76.iphmx.com.,10,IN,MX
westchestercountyny.gov,mx2.hc5689-76.iphmx.com.,10,IN,MX
westmorelandcountypa.gov,d294742b.ess.barracudanetworks.com.,20,IN,MX
westmorelandcountypa.gov,d294742a.ess.barracudanetworks.com.,10,IN,MX
wheatlandcomt.gov,wheatlandcomt-gov.mail.protection.outlook.com.,0,IN,MX
wheelercountyne.gov,wheelercountyne-gov.mail.protection.outlook.com.,0,IN,MX
whitecountyga.gov,whitecountyga-gov.mail.protection.outlook.com.,0,IN,MX
whitecounty-il.gov,filter.i7mail.net.,10,IN,MX
whitecountytn.gov,aspmx2.googlemail.com.,30,IN,MX
whitecountytn.gov,aspmx3.googlemail.com.,30,IN,MX
whitecountytn.gov,aspmx.l.google.com.,10,IN,MX
whitecountytn.gov,alt1.aspmx.l.google.com.,20,IN,MX
whitecountytn.gov,alt2.aspmx.l.google.com.,20,IN,MX
whitepinecountynv.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
whitepinecountynv.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
whitfieldcountyga.gov,d257266b.ess.barracudanetworks.com.,20,IN,MX
whitfieldcountyga.gov,d257266a.ess.barracudanetworks.com.,10,IN,MX
wilkincounty.gov,wilkincounty-gov.mail.protection.outlook.com.,0,IN,MX
willcounty911.gov,d258841a.ess.barracudanetworks.com.,10,IN,MX
willcounty911.gov,d258841b.ess.barracudanetworks.com.,20,IN,MX
willcounty.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
willcounty.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
willcountysao.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
willcountysao.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
williamscountyoh.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
williamscountyoh.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
williamsoncountyema-il.gov,mail.williamsoncountyema-il.gov.,0,IN,MX
williamsoncountyil.gov,mail.williamsoncountyil.gov.,0,IN,MX
williamsoncounty-tn.gov,williamsoncountytn-gov04b.mail.protection.outlook.com.,10,IN,MX
wilsoncountync.gov,d266047b.ess.barracudanetworks.com.,20,IN,MX
wilsoncountync.gov,d266047a.ess.barracudanetworks.com.,10,IN,MX
wilsoncountytn.gov,wilsoncountytn-gov.mail.protection.outlook.com.,0,IN,MX
wilsoncountytx.gov,d158586a.ess.barracudanetworks.com.,10,IN,MX
wilsoncountytx.gov,d158586b.ess.barracudanetworks.com.,15,IN,MX
wilsontnvotes.gov,mx2-us1.ppe-hosted.com.,5,IN,MX
wilsontnvotes.gov,mx1-us1.ppe-hosted.com.,1,IN,MX
wincoil.gov,d269812a.ess.barracudanetworks.com.,10,IN,MX
wincoil.gov,d269812b.ess.barracudanetworks.com.,20,IN,MX
windhamcountyvt.gov,mail.windhamcountyvt.gov.,0,IN,MX
winnebagocountyiowa.gov,alt3.us.email.fireeyecloud.com.,40,IN,MX
winnebagocountyiowa.gov,winnebagocountyiowa-gov.mail.protection.outlook.com.,50,IN,MX
winnebagocountyiowa.gov,primary.us.email.fireeyecloud.com.,0,IN,MX
winnebagocountyiowa.gov,alt1.us.email.fireeyecloud.com.,20,IN,MX
winnebagocountyiowa.gov,alt2.us.email.fireeyecloud.com.,30,IN,MX
winnebagocountywi.gov,d276633a.ess.barracudanetworks.com.,0,IN,MX
winnebagocountywi.gov,d276633b.ess.barracudanetworks.com.,10,IN,MX
wirtcountywvsheriff.gov,wirtcountywvsheriff-gov.mail.protection.outlook.com.,10,IN,MX
woodburycountyiowa.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
woodburycountyiowa.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
woodcountyohio.gov,woodcountyohio-gov.mail.protection.outlook.com.,0,IN,MX
woodcountywi.gov,mail.woodcountywi.gov.,1,IN,MX
woodfordcountyil.gov,woodfordcountyil-gov.mail.protection.outlook.com.,0,IN,MX
woodfordcountyky.gov,woodfordcountyky-gov.mail.protection.outlook.com.,0,IN,MX
woodfordcountyky.gov,ms21537138.msv1.invalid.,32767,IN,MX
woodruffcountyar.gov,alt3.aspmx.l.google.com.,10,IN,MX
woodruffcountyar.gov,alt4.aspmx.l.google.com.,10,IN,MX
woodruffcountyar.gov,alt2.aspmx.l.google.com.,5,IN,MX
woodruffcountyar.gov,aspmx.l.google.com.,1,IN,MX
woodruffcountyar.gov,alt1.aspmx.l.google.com.,5,IN,MX
woodscountyok.gov,woodscountyok-gov.mail.protection.outlook.com.,0,IN,MX
worcestermd.gov,worcestermd-gov.mail.protection.outlook.com.,0,IN,MX
worthcountyiowa.gov,worthcountyiowa-gov.mail.protection.outlook.com.,0,IN,MX
wrightcountymo911.gov,wrightcountymo911-gov.mail.protection.outlook.com.,0,IN,MX
wrightcountymo.gov,mx2.emailsrvr.com.,20,IN,MX
wrightcountymo.gov,mx1.emailsrvr.com.,10,IN,MX
wwcowa.gov,mx1.hc5305-17.iphmx.com.,30,IN,MX
wwcowa.gov,mx2.hc5305-17.iphmx.com.,40,IN,MX
wyandotboardofelectionsohio.gov,mail.wyandotboardofelectionsohio.gov.,10,IN,MX
wyomingcountyny.gov,wymail.wyomingco.net.,1,IN,MX
wyomingcountypa.gov,alt1.aspmx.l.google.com.,5,IN,MX
wyomingcountypa.gov,alt2.aspmx.l.google.com.,5,IN,MX
wyomingcountypa.gov,alt3.aspmx.l.google.com.,10,IN,MX
wyomingcountypa.gov,alt4.aspmx.l.google.com.,10,IN,MX
wyomingcountypa.gov,aspmx.l.google.com.,1,IN,MX
yadkincountync.gov,d270168b.ess.barracudanetworks.com.,20,IN,MX
yadkincountync.gov,d270168a.ess.barracudanetworks.com.,10,IN,MX
yamhillcounty.gov,mail2.us.scanscope.net.,20,IN,MX
yamhillcounty.gov,mail3.us.scanscope.net.,30,IN,MX
yamhillcounty.gov,yamhillcounty-gov.mail.protection.outlook.com.,50,IN,MX
yamhillcounty.gov,mail1.us.scanscope.net.,10,IN,MX
yanceycountync.gov,yanceycountync-gov.mail.protection.outlook.com.,0,IN,MX
yavapaiaz.gov,mxb-008b1901.gslb.pphosted.com.,20,IN,MX
yavapaiaz.gov,mxa-008b1901.gslb.pphosted.com.,10,IN,MX
yazoocountyms.gov,mail.yazoocountyms.gov.,10,IN,MX
ycsoaz.gov,mxb-008b1901.gslb.pphosted.com.,20,IN,MX
ycsoaz.gov,mxa-008b1901.gslb.pphosted.com.,10,IN,MX
yeadonboroughpa.gov,mail3.g24.pair.com.,50,IN,MX
yellcosheriffar.gov,yellcosheriffar-gov.mail.protection.outlook.com.,0,IN,MX
yellowstonecountymt.gov,mx2.hc6092-83.iphmx.com.,20,IN,MX
yellowstonecountymt.gov,mx1.hc6092-83.iphmx.com.,10,IN,MX
yorkcounty.gov,d42044b.ess.barracudanetworks.com.,20,IN,MX
yorkcounty.gov,d42044a.ess.barracudanetworks.com.,10,IN,MX
yorkcountymaine.gov,yorkcountymaine-gov.mail.protection.outlook.com.,10,IN,MX
yorkcountyne.gov,yorkcountyne-gov.mail.protection.outlook.com.,0,IN,MX
yorkcountypa.gov,yorkcountypa-gov.mail.protection.outlook.com.,30,IN,MX
yorkcountypa.gov,mx1.us.mailhop.us.,10,IN,MX
yorkcountypa.gov,mx1.us.mailhop.co.,20,IN,MX
yorkcountypa.gov,mx1.us.mailhop.org.,0,IN,MX
yorkcountysc.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
yorkcountysc.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
yumacountyaz.gov,mxa-000c7c01.gslb.pphosted.com.,10,IN,MX
yumacountyaz.gov,mxb-000c7c01.gslb.pphosted.com.,10,IN,MX
zapatacountytx.gov,smtp.secureserver.net.,0,IN,MX
zapatacountytx.gov,mailstore1.secureserver.net.,10,IN,MX
adaircomo.gov,mx1-us1.ppe-hosted.com.,20,IN,MX
adaircomo.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
adaircosomo.gov,d317435a.ess.barracudanetworks.com.,10,IN,MX
adaircosomo.gov,d317435b.ess.barracudanetworks.com.,20,IN,MX
antrimcountymi.gov,d316893a.ess.barracudanetworks.com.,10,IN,MX
antrimcountymi.gov,d316893b.ess.barracudanetworks.com.,20,IN,MX
cooscountynh.gov,cooscountynh-gov.mail.protection.outlook.com.,0,IN,MX
cooscountyor.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
cooscountyor.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
dadecountymo.gov,dadecountymo-gov.mail.protection.outlook.com.,0,IN,MX
elkocountynv.gov,elkocountynv-gov.mail.protection.outlook.com.,0,IN,MX
florencecountysc.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
florencecountysc.gov,usb-smtp-inbound-2.mimecast.com.,20,IN,MX
floydcova.gov,d295872b.ess.barracudanetworks.com.,30,IN,MX
floydcova.gov,d295872a.ess.barracudanetworks.com.,20,IN,MX
hartcountyky.gov,mail.hartcountyky.gov.,0,IN,MX
highspire.gov,highspire-gov.mail.protection.outlook.com.,0,IN,MX
tehama.gov,tehama-gov.mail.protection.outlook.com.,0,IN,MX
acus.gov,acus-gov.mail.protection.outlook.com.,5,IN,MX
achp.gov,alt2.us.etp.fireeyegov.com.,30,IN,MX
achp.gov,alt3.us.etp.fireeyegov.com.,40,IN,MX
achp.gov,achp-gov.mail.protection.outlook.com.,50,IN,MX
achp.gov,primary.us.etp.fireeyegov.com.,10,IN,MX
achp.gov,alt1.us.etp.fireeyegov.com.,20,IN,MX
abmc.gov,abmc-gov.mail.protection.outlook.com.,10,IN,MX
amtrakoig.gov,amtrakoig-gov.mail.protection.outlook.com.,0,IN,MX
arc.gov,arc-gov.mail.protection.outlook.com.,0,IN,MX
asc.gov,asc-gov.mail.protection.outlook.com.,0,IN,MX
afrh.gov,afrh-gov.mail.protection.outlook.com.,0,IN,MX
goldwaterscholarship.gov,goldwaterscholarship-gov.mail.protection.outlook.com.,0,IN,MX
cia.gov,mail2.cia.gov.,50,IN,MX
cia.gov,mail1.cia.gov.,10,IN,MX
istac.gov,mail2.cia.gov.,50,IN,MX
istac.gov,mail1.cia.gov.,10,IN,MX
odci.gov,mail1.cia.gov.,10,IN,MX
odci.gov,mail2.cia.gov.,50,IN,MX
opensource.gov,opensource-gov.mail.protection.outlook.com.,0,IN,MX
ucia.gov,mail2.cia.gov.,50,IN,MX
ucia.gov,mail1.cia.gov.,10,IN,MX
csb.gov,csb-gov.mail.protection.outlook.com.,10,IN,MX
coldcaserecords.gov,aspmx.l.google.com.,1,IN,MX
coldcaserecords.gov,alt1.aspmx.l.google.com.,5,IN,MX
coldcaserecords.gov,alt3.aspmx.l.google.com.,10,IN,MX
coldcaserecords.gov,alt4.aspmx.l.google.com.,10,IN,MX
coldcaserecords.gov,alt2.aspmx.l.google.com.,5,IN,MX
cftc.gov,cftc-gov.mail.protection.outlook.com.,0,IN,MX
cfpa.gov,cfpa-gov.mail.protection.outlook.com.,5,IN,MX
cfpb.gov,cfpb-gov.mail.protection.outlook.com.,5,IN,MX
cfpb.gov,cec-mtpe-01-03-p.inet.qwest.net.,15,IN,MX
cfpb.gov,stn-mtpe-01-03-p.inet.qwest.net.,10,IN,MX
consumerfinance.gov,consumerfinance-gov.mail.protection.outlook.com.,5,IN,MX
consumerfinance.gov,stn-mtpe-01-03-p.inet.qwest.net.,10,IN,MX
consumerfinance.gov,cec-mtpe-01-03-p.inet.qwest.net.,15,IN,MX
cpsc.gov,mxb-00417501.gslb.gpphosted.com.,0,IN,MX
cpsc.gov,mxa-00417501.gslb.gpphosted.com.,0,IN,MX
americorps.gov,americorps-gov.mail.protection.outlook.com.,10,IN,MX
americorpsoig.gov,americorpsoig-gov.mail.protection.outlook.com.,0,IN,MX
cncs.gov,"\""cncs-gov.mail.protection.outlook.com\"".cncs.gov.",10,IN,MX
cncsoig.gov,cncsoig-gov.mail.protection.outlook.com.,0,IN,MX
cns.gov,cns-gov.mail.protection.outlook.com.,10,IN,MX
mlkday.gov,mlkday-gov.mail.protection.outlook.com.,10,IN,MX
nationalservice.gov,nationalservice-gov.mail.protection.outlook.com.,10,IN,MX
presidentialserviceawards.gov,presidentialserviceawards-gov.mail.eo.outlook.com.,10,IN,MX
serve.gov,serve-gov.mail.protection.outlook.com.,10,IN,MX
vistacampus.gov,vistacampus-gov.mail.protection.outlook.com.,10,IN,MX
cigie.gov,cigie-gov.mail.protection.outlook.com.,0,IN,MX
csosa.gov,Csosao365.mail.protection.outlook.com.,1,IN,MX
psa.gov,Csosao365.mail.protection.outlook.com.,1,IN,MX
dnfsb.gov,dnfsb-gov.mail.protection.outlook.com.,0,IN,MX
dra.gov,dra-gov.mail.protection.outlook.com.,0,IN,MX
denali.gov,denali-gov.mail.protection.outlook.com.,0,IN,MX
2020census.gov,mail1.census.gov.,50,IN,MX
2020census.gov,mail2.census.gov.,50,IN,MX
bea.gov,mx2.bea.gov.,20,IN,MX
bea.gov,mx1.bea.gov.,10,IN,MX
bis.gov,bis-gov.mail.protection.office365.us.,10,IN,MX
census.gov,mail1.census.gov.,50,IN,MX
census.gov,mail2.census.gov.,50,IN,MX
chips.gov,chips-gov.mail.protection.outlook.com.,10,IN,MX
commerce.gov,mxb-0000c001.gslb.pphosted.com.,10,IN,MX
commerce.gov,mxa-0000c001.gslb.pphosted.com.,10,IN,MX
cwc.gov,mxa-0000c001.gslb.pphosted.com.,10,IN,MX
cwc.gov,mxb-0000c001.gslb.pphosted.com.,10,IN,MX
doc.gov,mxa-0000c001.gslb.pphosted.com.,10,IN,MX
doc.gov,mxb-0000c001.gslb.pphosted.com.,10,IN,MX
eda.gov,mxa-0000c001.gslb.pphosted.com.,10,IN,MX
eda.gov,mxb-0000c001.gslb.pphosted.com.,10,IN,MX
firstnet.gov,firstnet-gov.mail.protection.outlook.com.,0,IN,MX
gps.gov,ASPMX.L.GOOGLE.COM.,10,IN,MX
gps.gov,ALT3.ASPMX.L.GOOGLE.COM.,40,IN,MX
gps.gov,ALT4.ASPMX.L.GOOGLE.COM.,40,IN,MX
gps.gov,ALT2.ASPMX.L.GOOGLE.COM.,20,IN,MX
gps.gov,ALT1.ASPMX.L.GOOGLE.COM.,20,IN,MX
luca-appeals.gov,mail2.census.gov.,50,IN,MX
luca-appeals.gov,mail1.census.gov.,50,IN,MX
marinecadastre.gov,csc.noaa.gov.,10,IN,MX
mbda.gov,mxb-0000c001.gslb.pphosted.com.,10,IN,MX
mbda.gov,mxa-0000c001.gslb.pphosted.com.,10,IN,MX
nist.gov,nist-gov.mail.protection.outlook.com.,0,IN,MX
noaa.gov,ASPMX.L.GOOGLE.COM.,10,IN,MX
noaa.gov,ALT3.ASPMX.L.GOOGLE.COM.,40,IN,MX
noaa.gov,ALT1.ASPMX.L.GOOGLE.COM.,20,IN,MX
noaa.gov,ALT2.ASPMX.L.GOOGLE.COM.,20,IN,MX
noaa.gov,ALT4.ASPMX.L.GOOGLE.COM.,40,IN,MX
ntia.gov,ntia-gov.mail.protection.outlook.com.,0,IN,MX
ntis.gov,ntis-gov.mail.protection.outlook.com.,0,IN,MX
spectrum.gov,spectrum-gov.mail.protection.outlook.com.,10,IN,MX
trade.gov,trade-gov.mail.protection.outlook.com.,1,IN,MX
uspto.gov,uspto-gov.mail.protection.outlook.com.,5,IN,MX
xd.gov,mail2.census.gov.,50,IN,MX
xd.gov,mail1.census.gov.,50,IN,MX
adlnet.gov,adlnet-gov.mail.protection.outlook.com.,0,IN,MX
aftac.gov,sxht-esa-002u.aftac.gov.,5,IN,MX
aftac.gov,sxht-esa-001u.aftac.gov.,5,IN,MX
altusandc.gov,mnsa-esa-001azu.altusandc.gov.,5,IN,MX
altusandc.gov,sxht-esa-001u.aftac.gov.,10,IN,MX
altusandc.gov,sxht-esa-002u.aftac.gov.,10,IN,MX
cap.gov,ALT3.ASPMX.L.GOOGLE.COM.,10,IN,MX
cap.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
cap.gov,ALT4.ASPMX.L.GOOGLE.COM.,10,IN,MX
cap.gov,ALT1.ASPMX.L.GOOGLE.COM.,5,IN,MX
cap.gov,ALT2.ASPMX.L.GOOGLE.COM.,5,IN,MX
capnhq.gov,capnhq-gov.mail.protection.outlook.com.,0,IN,MX
cmts.gov,cmts-gov.mail.protection.outlook.com.,1,IN,MX
cttso.gov,ironport.tswg.gov.,20,IN,MX
cttso.gov,blocker.cttso.gov.,10,IN,MX
dc3on.gov,mail.dc3on.gov.,10,IN,MX
fvap.gov,sec-jeemsg.eemsg.mail.mil.,20,IN,MX
fvap.gov,pri-jeemsg.eemsg.mail.mil.,10,IN,MX
iad.gov,pri-jeemsg.eemsg.mail.mil.,10,IN,MX
iad.gov,emsm-gh1-uea10.ncsc.mil.,30,IN,MX
iad.gov,sec-jeemsg.eemsg.mail.mil.,20,IN,MX
iad.gov,emsm-gh1-uea11.ncsc.mil.,30,IN,MX
intelligencecareers.gov,pri-jeemsg.eemsg.mail.mil.,10,IN,MX
intelligencecareers.gov,sec-jeemsg.eemsg.mail.mil.,20,IN,MX
intelligencecareers.gov,emsm-gh1-uea10.ncsc.mil.,30,IN,MX
intelligencecareers.gov,emsm-gh1-uea11.ncsc.mil.,30,IN,MX
itc.gov,mail.itc.gov.,5,IN,MX
iwtsd.gov,blocker.cttso.gov.,10,IN,MX
iwtsd.gov,ironport.tswg.gov.,20,IN,MX
lps.gov,smtp.lps.gov.,10,IN,MX
nationalresourcedirectory.gov,www.nationalresourcedirectory.gov.,10,IN,MX
nrd.gov,nrd.gov.,10,IN,MX
nrd.gov,www.nrd.gov.,20,IN,MX
nro.gov,nrogf.mail.protection.office365.us.,0,IN,MX
nsa.gov,emsm-gh1-uea10.ncsc.mil.,10,IN,MX
nsa.gov,pri-jeemsg.eemsg.mail.mil.,10,IN,MX
nsa.gov,emsm-gh1-uea11.ncsc.mil.,10,IN,MX
